epoch,duration,f1_test,f1_train,last_is_best,loss_test,loss_train,max_record_id
1,0 days,0.5591666188485267,0.5985611208614128,False,0.8365613770755854,0.8203393057115355,36
2,0 days,0.6273140355748584,0.6432347331541138,False,0.7603143948045644,0.7482190717212202,36
3,0 days,0.602863840725157,0.6580492727832093,False,0.7933340567079458,0.7130759579601774,36
4,0 days,0.6378974681294252,0.6780601641760654,False,0.7405456724491987,0.6858051725723926,36
5,0 days,0.6635098480936161,0.6990292052925999,False,0.7264589477669109,0.6480003624901217,36
6,0 days,0.6618454533429254,0.7188492323443322,False,0.7474455532025207,0.6143962336498346,36
7,0 days,0.6651664077138991,0.7357805835049829,False,0.7519072853028774,0.5864612112301942,36
8,0 days,0.6646531162006707,0.7553627845486659,False,0.7593926618045027,0.5510844738557724,36
9,0 days,0.6349756668382056,0.7752924823040229,False,0.8253031471236185,0.510422464301836,36
10,0 days,0.6641384948441099,0.7879604457823278,False,0.8023439246145162,0.4830842816373782,36
11,0 days,0.6626454327919418,0.8062053325046052,False,0.8213593126697973,0.45300206601113163,36
12,0 days,0.6694828523114644,0.8150172369960113,False,0.8247175521471284,0.4251115747197154,36
13,0 days,0.660552406287312,0.8352960510169855,False,0.8645028946074572,0.3929618705517847,36
14,0 days,0.6718975165564257,0.8400690431322477,False,0.8580600080842321,0.37844468872709247,36
15,0 days,0.6636961068669854,0.8537329453864718,False,0.9228344915265386,0.3537885226710322,36
16,0 days,0.6632790277507392,0.8608774007764111,False,0.9305674430321563,0.3311566375512577,36
17,0 days,0.6662901288253505,0.8707018394653266,False,0.9725455584173853,0.3089884417421757,36
18,0 days,0.6651370682583362,0.8771114073655241,False,1.0004253092814575,0.29712027459070295,36
19,0 days,0.674783067569189,0.8829960637284415,False,1.0354097035120835,0.27917045755865894,36
20,0 days,0.6761667354151331,0.8913846376801442,False,1.0423733829097315,0.2655071173781376,36
21,0 days,0.8345659447365876,0.7995294837419217,False,0.36973175223459276,0.4214099582872893,36
22,0 days,0.8493172208690328,0.8330841863171218,False,0.35724915537917823,0.36525752800598477,36
23,0 days,0.8444929633082764,0.8502511063091653,False,0.35019997572689726,0.34178238581016396,36
24,0 days,0.822925236137933,0.8507277472191729,False,0.3751931166962573,0.32318934994308574,36
25,0 days,0.8472780388592482,0.8701163988215322,False,0.33589183081660356,0.29881858443351167,36
26,0 days,0.8423585564229924,0.877073235771411,False,0.3522676713111108,0.2805113883264232,36
27,0 days,0.8537133812591692,0.8835824638878071,False,0.34438409551716687,0.2649016353187331,36
28,0 days,0.8511438865625486,0.8921234833205162,False,0.35379641463882044,0.24763550738428244,36
29,0 days,0.8445971317970722,0.8994883399125279,False,0.37358888774587395,0.23066477399123342,36
30,0 days,0.8494294426064699,0.9028992451750693,False,0.3768755417121084,0.2222176087007188,36
31,0 days,0.8527879543228135,0.9122720372196095,False,0.36328514626151637,0.19346637314741025,36
32,0 days,0.8541072502570668,0.9169088718558762,False,0.3669934599545964,0.18734147350646949,36
33,0 days,0.8432576502306666,0.9237623411087768,False,0.4228659095732789,0.1726951644380103,36
34,0 days,0.8467405748449517,0.9314556755030288,False,0.41576393210051354,0.1629895655634372,36
35,0 days,0.835276504999712,0.9336541410599064,False,0.45228580019453113,0.15733789949955648,36
36,0 days,0.8556659617511031,0.9403731284137377,False,0.4336991148036823,0.14381146180165702,36
37,0 days,0.8625961712747162,0.9414769181320068,False,0.4358684114719692,0.13548260438664442,36
38,0 days,0.854510844760655,0.9514754257636608,False,0.4351491938557541,0.12256600512926907,36
39,0 days,0.8489558116947618,0.9506518214731994,False,0.5207613104006701,0.12461173417569514,36
40,0 days,0.8424569053474661,0.9527050718263157,False,0.5108710937855536,0.11814825884638387,36
